employee_id,name,age,city,department,education,experience_years,salary,performance_score,projects_completed,hours_per_week,last_review_notes
1240,Ahmed,23.0,,Data,Masters,2.0,41407.0,81.13,2.0,43.0,feature analysis analysis system model learning neural prediction learning prediction learning system
1241,Ahmed,40.0,Karachi,Frontend,Masters,1.0,,50.5,6.0,52.0,feature analysis system model feature neural model model feature model system learning
1242,Zara,37.0,,Data,Bachelors,10.0,98560.0,59.74,,41.0,prediction feature analysis analysis system neural neural
1243,Ayesha,,Peshawar,Backend,Bachelors,5.0,131288.0,74.57,12.0,58.0,pipeline learning pipeline system feature training neural neural model data data
1244,Hina,23.0,Peshawar,ML,Masters,3.0,159020.0,97.53,9.0,41.0,analysis feature analysis system learning learning
1245,Ayesha,38.0,Islamabad,Data,,4.0,139301.0,69.18,12.0,45.0,analysis pipeline analysis pipeline analysis system training pipeline training feature data pipeline
1246,Ali,38.0,Lahore,Data,Masters,2.0,54390.0,71.22,15.0,44.0,pipeline system data learning system learning
1247,Ayesha,37.0,,Frontend,Bachelors,5.0,67307.0,85.73,8.0,58.0,neural learning system learning pipeline pipeline pipeline prediction analysis neural learning
1248,Zara,44.0,Quetta,Backend,,10.0,,80.19,1.0,42.0,
1249,Ali,23.0,Peshawar,ML,PhD,11.0,62486.0,64.95,4.0,40.0,neural training neural model model feature data data analysis learning neural feature
1250,Ayesha,23.0,Karachi,Frontend,Masters,2.0,,70.54,16.0,59.0,
1251,Zara,26.0,Quetta,Frontend,Masters,13.0,143920.0,,3.0,46.0,data prediction neural system training neural prediction feature
1252,Hina,33.0,Peshawar,Backend,PhD,14.0,,98.3,16.0,,data feature pipeline training pipeline neural pipeline feature
1253,Ayesha,44.0,Islamabad,ML,Bachelors,13.0,102785.0,56.53,,44.0,training analysis analysis analysis learning prediction data analysis
1254,Zara,35.0,Quetta,Backend,,7.0,,68.59,,43.0,learning feature neural model data pipeline
1255,Ahmed,29.0,Peshawar,ML,Masters,8.0,,51.29,1.0,39.0,data feature training feature pipeline neural analysis
1256,Omar,24.0,Lahore,Backend,Bachelors,3.0,,61.09,17.0,41.0,pipeline system model feature feature neural feature pipeline training
1257,Ahmed,34.0,Lahore,Frontend,PhD,14.0,113606.0,89.02,10.0,45.0,prediction system model feature feature feature neural pipeline system model analysis data
1258,Omar,25.0,Karachi,Frontend,Bachelors,8.0,81662.0,60.06,12.0,44.0,training neural system data analysis learning training feature training feature model
1259,Sara,22.0,Peshawar,AI,Bachelors,11.0,,54.0,7.0,39.0,
1260,Sara,31.0,Lahore,Data,,6.0,55123.0,,0.0,33.0,pipeline data system prediction learning system
1261,Sara,29.0,,Backend,,2.0,51182.0,50.5,16.0,56.0,feature feature neural model model data model analysis analysis
1262,Hina,44.0,,AI,PhD,6.0,130369.0,54.24,11.0,52.0,
1263,Ahmed,23.0,Islamabad,Data,Masters,,66128.0,90.38,3.0,58.0,system training training pipeline pipeline model analysis
1264,Omar,,Islamabad,Backend,Bachelors,,71556.0,88.57,,,neural feature pipeline learning neural pipeline training
1265,Zara,23.0,Lahore,ML,Masters,2.0,91962.0,95.76,8.0,50.0,training learning learning feature system neural
1266,Ali,22.0,Peshawar,Data,Masters,5.0,130054.0,92.73,6.0,49.0,data pipeline data pipeline feature data prediction
1267,Zara,32.0,Quetta,Frontend,,3.0,64099.0,84.16,4.0,38.0,training pipeline system analysis analysis
1268,Ali,30.0,,AI,PhD,6.0,93144.0,52.62,4.0,50.0,data model training prediction neural learning neural analysis analysis prediction prediction
1269,Usman,29.0,Lahore,Data,Bachelors,13.0,47837.0,89.14,,54.0,learning training analysis system pipeline feature prediction feature model model
1270,Zara,35.0,Peshawar,Data,Masters,,,92.28,8.0,53.0,data prediction prediction system data feature feature neural neural
1271,Ayesha,28.0,Peshawar,Frontend,Masters,0.0,156680.0,,5.0,49.0,data system analysis data training analysis system
1272,Ayesha,25.0,Islamabad,Backend,PhD,8.0,,75.42,18.0,40.0,
1273,Bilal,31.0,Peshawar,ML,Bachelors,14.0,142413.0,61.65,15.0,40.0,neural pipeline system feature feature learning
1274,Ahmed,22.0,Islamabad,Frontend,Masters,,,92.27,1.0,36.0,
1275,Ali,44.0,,ML,Masters,7.0,170193.0,86.36,9.0,50.0,feature training feature learning training system neural
1276,Ali,35.0,Karachi,Backend,Masters,2.0,98123.0,,15.0,,data prediction pipeline neural analysis model
1277,Ahmed,26.0,Quetta,Data,PhD,7.0,151825.0,57.78,4.0,33.0,system data learning analysis feature data analysis
1278,Hina,28.0,Lahore,ML,Masters,1.0,48720.0,61.28,14.0,34.0,training model model system prediction
1279,Bilal,25.0,Peshawar,AI,Masters,11.0,98655.0,60.59,12.0,34.0,prediction training analysis prediction feature neural system
1280,Hina,36.0,,AI,Bachelors,3.0,133448.0,,12.0,40.0,prediction system training analysis learning pipeline model data analysis model neural
1281,Hina,38.0,Karachi,Frontend,Bachelors,,160507.0,59.35,12.0,38.0,training feature system model neural system data feature feature data system prediction
1282,Hina,26.0,Karachi,Backend,,9.0,,53.33,14.0,57.0,feature analysis feature learning prediction model analysis pipeline
1283,Ahmed,25.0,Islamabad,Frontend,Masters,0.0,89570.0,99.93,13.0,45.0,prediction model pipeline training feature
1284,Hina,36.0,Quetta,Frontend,Bachelors,14.0,90901.0,51.24,,38.0,data prediction neural prediction prediction learning
1285,Ayesha,33.0,Islamabad,Frontend,,12.0,100186.0,,,51.0,model prediction training analysis feature system prediction model model
1286,Sara,25.0,Lahore,AI,PhD,12.0,,68.27,17.0,59.0,pipeline system analysis model pipeline learning data
1287,Usman,33.0,Quetta,AI,PhD,,168364.0,92.08,3.0,33.0,
1288,Ali,37.0,Lahore,Frontend,,,,77.73,9.0,31.0,learning neural neural analysis prediction data
1289,Ali,38.0,Islamabad,AI,PhD,9.0,59156.0,95.08,,43.0,
1290,Usman,28.0,Quetta,Backend,PhD,1.0,116208.0,96.31,4.0,32.0,model data system analysis pipeline data prediction
1291,Ahmed,33.0,,Frontend,PhD,,135377.0,50.45,,,prediction training analysis analysis model
1292,Zara,39.0,Quetta,AI,PhD,,82863.0,53.77,0.0,50.0,training learning model training prediction learning
1293,Ahmed,23.0,,ML,Bachelors,5.0,105439.0,62.52,,35.0,system pipeline pipeline analysis data training model model prediction neural learning
1294,Ali,44.0,Karachi,Frontend,PhD,7.0,178266.0,83.47,2.0,40.0,learning prediction model prediction neural feature neural system neural system
1295,Ali,28.0,Islamabad,Frontend,,1.0,161361.0,94.41,,50.0,data neural learning pipeline pipeline pipeline neural
1296,Usman,22.0,,Backend,PhD,6.0,136176.0,73.0,,47.0,model data learning learning training analysis pipeline training feature prediction feature system
1297,Hina,28.0,Islamabad,Data,Masters,5.0,69777.0,80.35,3.0,41.0,system analysis system data model analysis model training data training neural system
1298,Ahmed,33.0,Quetta,Data,,,127201.0,59.42,,34.0,
1299,Omar,33.0,,Backend,Bachelors,13.0,55867.0,90.25,14.0,38.0,analysis prediction system prediction prediction learning data system
1300,Usman,,Quetta,Backend,Bachelors,8.0,102501.0,98.37,7.0,49.0,prediction model feature prediction analysis analysis learning prediction training neural
1301,Ayesha,26.0,Peshawar,Backend,PhD,6.0,79422.0,63.43,,57.0,learning model model pipeline model neural system pipeline training
1302,Ali,44.0,Lahore,Data,PhD,0.0,,74.74,6.0,55.0,feature prediction training system model analysis prediction feature training training
1303,Usman,,Quetta,Backend,Masters,13.0,178439.0,54.31,17.0,,
1304,Ahmed,,Karachi,AI,Bachelors,7.0,,77.96,10.0,48.0,feature neural pipeline neural system feature analysis
1305,Ali,28.0,Quetta,Frontend,PhD,10.0,,75.14,10.0,32.0,data analysis learning system pipeline learning feature prediction prediction system
1306,Zara,21.0,Peshawar,Frontend,Bachelors,9.0,166683.0,57.22,,38.0,learning system training pipeline pipeline
1307,Usman,36.0,Karachi,ML,Masters,,76307.0,72.1,5.0,33.0,prediction learning feature data prediction learning
1308,Bilal,29.0,Peshawar,ML,Masters,2.0,120280.0,66.71,,46.0,training pipeline feature system model data
1309,Ali,33.0,Karachi,Frontend,Masters,13.0,96523.0,76.09,0.0,46.0,system feature feature model neural neural
1310,Ahmed,31.0,Islamabad,AI,Bachelors,1.0,177450.0,79.28,9.0,52.0,training neural system analysis learning neural training
1311,Sara,33.0,Lahore,Data,,11.0,,50.42,,52.0,learning model training data system prediction model learning
1312,Omar,,Lahore,Data,PhD,2.0,143215.0,88.05,2.0,31.0,learning model prediction prediction system prediction training feature neural pipeline pipeline
1313,Fatima,30.0,Peshawar,AI,Masters,10.0,138707.0,85.65,3.0,38.0,learning learning data learning pipeline feature feature data data data model
1314,Hina,24.0,Lahore,Data,,,,68.31,10.0,38.0,learning system neural data pipeline pipeline learning model learning data model training
1315,Fatima,26.0,Peshawar,Backend,Masters,12.0,158070.0,52.65,,34.0,feature neural training data pipeline system system system learning
1316,Ahmed,27.0,Peshawar,Frontend,Bachelors,13.0,119872.0,87.75,0.0,44.0,data neural data data model
1317,Ayesha,25.0,Peshawar,Frontend,Masters,2.0,127736.0,97.76,8.0,44.0,model system analysis prediction analysis analysis
1318,Ayesha,,Lahore,AI,Bachelors,,45470.0,62.01,,32.0,training neural analysis training neural training neural model prediction feature analysis
1319,Sara,,Peshawar,Data,Masters,4.0,132969.0,66.18,18.0,48.0,learning feature learning prediction prediction training learning
1320,Hina,39.0,Lahore,ML,PhD,5.0,131493.0,59.19,12.0,57.0,
1321,Bilal,43.0,,ML,PhD,,46523.0,78.85,15.0,32.0,training analysis prediction model feature analysis feature learning learning analysis
1322,Sara,30.0,Quetta,Data,,6.0,71169.0,,3.0,35.0,
1323,Fatima,30.0,Peshawar,ML,PhD,13.0,85641.0,67.81,0.0,33.0,
1324,Sara,,Karachi,AI,PhD,,69661.0,84.85,19.0,53.0,model neural data system system feature system training
1325,Fatima,41.0,Peshawar,AI,PhD,7.0,,78.01,12.0,42.0,prediction data system feature feature system
1326,Ali,27.0,Islamabad,Data,Bachelors,2.0,,69.32,0.0,56.0,pipeline model neural prediction neural neural analysis system model feature model
1327,Ayesha,38.0,Peshawar,ML,PhD,3.0,143619.0,71.01,4.0,42.0,learning training training model learning training training data neural prediction feature
1328,Ali,24.0,Karachi,AI,Bachelors,5.0,116102.0,78.11,4.0,56.0,system neural system prediction pipeline data neural neural prediction
1329,Omar,,Karachi,AI,Masters,,73085.0,50.29,13.0,40.0,analysis system learning training feature pipeline data system learning analysis prediction training
1330,Hina,34.0,Lahore,Backend,PhD,6.0,,53.93,13.0,34.0,pipeline data neural model feature feature model prediction
1331,Bilal,33.0,Quetta,Backend,PhD,8.0,177202.0,94.06,7.0,30.0,pipeline model data training system prediction pipeline
1332,Fatima,,Peshawar,AI,PhD,12.0,145723.0,53.89,3.0,38.0,training training neural data system analysis pipeline analysis model prediction prediction
1333,Bilal,27.0,,Data,Masters,,173114.0,85.34,,46.0,analysis analysis data pipeline neural system data system data pipeline
1334,Fatima,22.0,Quetta,Frontend,,12.0,110134.0,96.0,,51.0,
1335,Ahmed,33.0,Peshawar,Frontend,Bachelors,14.0,82982.0,,18.0,30.0,pipeline prediction data neural system
1336,Sara,34.0,Islamabad,AI,PhD,7.0,,68.52,14.0,32.0,analysis prediction training system feature
1337,Omar,,,AI,Masters,7.0,73477.0,78.45,3.0,44.0,prediction pipeline analysis training training training learning model learning data training feature
1338,Ayesha,29.0,Karachi,AI,Masters,5.0,154161.0,94.09,18.0,55.0,prediction training pipeline data data training neural
1339,Fatima,37.0,Karachi,Data,Masters,3.0,92709.0,97.1,8.0,50.0,system analysis neural learning model pipeline analysis pipeline neural learning
1340,Bilal,28.0,Islamabad,Backend,Masters,2.0,118137.0,86.98,12.0,55.0,
1341,Omar,22.0,Lahore,AI,Masters,10.0,76018.0,54.33,,52.0,system prediction training prediction learning training learning model
1342,Zara,,Quetta,AI,Bachelors,2.0,179133.0,83.46,13.0,59.0,pipeline learning pipeline model data feature learning feature neural feature
1343,Zara,33.0,Peshawar,ML,Bachelors,5.0,179681.0,70.52,9.0,39.0,learning neural neural neural neural model
1344,Ali,,Karachi,Data,Bachelors,12.0,75371.0,73.54,15.0,37.0,feature prediction training feature analysis model model feature
1345,Ayesha,,Lahore,AI,PhD,7.0,,,4.0,41.0,pipeline system learning system analysis learning training data
1346,Ahmed,26.0,,ML,Masters,6.0,47857.0,,5.0,54.0,neural analysis analysis neural pipeline learning prediction neural feature
1347,Bilal,,Karachi,Frontend,PhD,10.0,,89.53,1.0,51.0,
1348,Sara,27.0,Islamabad,AI,Masters,0.0,128578.0,,12.0,,learning feature feature system pipeline feature pipeline
1349,Sara,,Peshawar,AI,Bachelors,10.0,129941.0,,12.0,56.0,pipeline pipeline model pipeline neural
1350,Bilal,29.0,Quetta,ML,PhD,,51826.0,69.2,18.0,38.0,learning data feature data pipeline model neural learning analysis pipeline feature
1351,Hina,,Karachi,Data,Bachelors,6.0,,,17.0,53.0,training learning feature learning learning learning learning learning data analysis data
1352,Ahmed,,Karachi,AI,Masters,11.0,166044.0,87.45,18.0,54.0,data model neural data prediction system model pipeline prediction training pipeline
1353,Omar,25.0,Peshawar,Frontend,Masters,6.0,115020.0,,0.0,39.0,prediction feature model feature prediction pipeline neural
1354,Fatima,42.0,Lahore,AI,Masters,8.0,45495.0,55.88,7.0,49.0,
1355,Hina,24.0,Quetta,Frontend,Bachelors,10.0,68481.0,62.6,15.0,38.0,model learning pipeline system training
1356,Fatima,40.0,Karachi,Backend,Masters,10.0,157897.0,96.04,,44.0,training model training learning neural prediction data system training
1357,Fatima,24.0,Quetta,Backend,,9.0,177815.0,79.08,7.0,52.0,
1358,Hina,38.0,Karachi,Frontend,PhD,4.0,143475.0,,5.0,50.0,pipeline feature pipeline training training feature training
1359,Ali,,,Data,Masters,0.0,97042.0,79.82,,50.0,prediction learning neural model data system feature pipeline feature analysis analysis prediction
1360,Zara,37.0,,AI,Masters,1.0,89476.0,68.3,10.0,30.0,analysis pipeline pipeline neural feature neural pipeline pipeline learning training
1361,Fatima,32.0,Karachi,AI,Masters,14.0,68552.0,,16.0,31.0,model prediction analysis neural neural
1362,Hina,42.0,,Backend,PhD,3.0,109093.0,76.16,18.0,55.0,model neural data prediction model data pipeline
1363,Hina,37.0,Lahore,Frontend,,4.0,109123.0,55.84,10.0,48.0,training model neural analysis model neural system prediction feature model neural
1364,Usman,,Islamabad,AI,Bachelors,8.0,56535.0,56.45,7.0,59.0,analysis model model pipeline pipeline
1365,Ali,42.0,Islamabad,AI,Bachelors,,106490.0,,3.0,,training analysis pipeline neural system training training training system
1366,Ayesha,21.0,,Data,Masters,14.0,86562.0,96.83,,37.0,feature system neural model pipeline model system pipeline feature analysis system learning
1367,Usman,42.0,Quetta,ML,Masters,0.0,159042.0,,7.0,35.0,
1368,Usman,,Peshawar,Backend,PhD,2.0,129080.0,93.48,8.0,41.0,data training learning system feature model pipeline pipeline learning training neural
1369,Bilal,38.0,Lahore,Backend,PhD,4.0,81269.0,88.2,1.0,55.0,prediction model feature analysis neural analysis prediction
1370,Zara,38.0,Quetta,ML,PhD,2.0,120674.0,62.39,,56.0,pipeline learning training learning pipeline pipeline system
1371,Hina,34.0,Lahore,AI,Masters,3.0,82462.0,51.82,5.0,58.0,neural pipeline pipeline data system system data training learning pipeline training
1372,Zara,35.0,Lahore,Data,PhD,14.0,,55.09,18.0,44.0,training analysis system feature analysis data data feature pipeline
1373,Ahmed,32.0,Karachi,Data,PhD,13.0,63147.0,86.42,7.0,43.0,prediction pipeline prediction analysis pipeline system learning
1374,Bilal,24.0,Quetta,Backend,Bachelors,2.0,117095.0,59.98,13.0,50.0,analysis analysis prediction feature pipeline training analysis training neural model
1375,Ayesha,23.0,Peshawar,Data,PhD,3.0,130925.0,68.56,,58.0,model learning pipeline learning feature learning
1376,Zara,40.0,Karachi,ML,Bachelors,13.0,106381.0,75.08,11.0,30.0,pipeline learning model feature data analysis system neural pipeline
1377,Sara,32.0,Lahore,AI,,14.0,139468.0,86.27,4.0,,feature analysis data feature feature data pipeline prediction
1378,Fatima,27.0,Lahore,ML,PhD,12.0,103749.0,55.66,18.0,,neural feature pipeline prediction model feature data training training neural data
1379,Ahmed,31.0,Lahore,Frontend,Bachelors,12.0,53731.0,,17.0,57.0,feature analysis pipeline feature prediction data learning pipeline learning learning
1380,Ali,21.0,Quetta,Backend,Masters,14.0,,74.25,8.0,54.0,system neural analysis learning analysis data
1381,Ayesha,26.0,Quetta,Data,Masters,14.0,91024.0,77.04,,32.0,
1382,Ahmed,,Karachi,Frontend,PhD,0.0,156712.0,90.92,19.0,48.0,model feature analysis prediction analysis feature learning analysis neural system
1383,Fatima,35.0,Peshawar,Data,Masters,11.0,,,11.0,47.0,pipeline system data prediction pipeline neural analysis feature
1384,Bilal,,Karachi,AI,,7.0,43832.0,90.39,1.0,49.0,learning system data pipeline prediction
1385,Fatima,31.0,Islamabad,AI,Masters,3.0,72332.0,84.64,9.0,57.0,prediction pipeline system prediction prediction system analysis data
1386,Usman,43.0,Lahore,AI,PhD,6.0,52467.0,77.79,0.0,31.0,
1387,Fatima,22.0,Lahore,Data,PhD,1.0,81025.0,84.98,3.0,58.0,pipeline data pipeline data pipeline
1388,Usman,34.0,Lahore,Frontend,Bachelors,1.0,117994.0,70.6,11.0,54.0,data training training feature neural training
1389,Bilal,22.0,Karachi,AI,PhD,5.0,134202.0,56.92,,57.0,feature learning neural system model model
1390,Omar,24.0,Karachi,Frontend,Masters,13.0,83481.0,83.29,3.0,55.0,analysis analysis data data system pipeline neural model pipeline
1391,Usman,37.0,Lahore,Data,PhD,1.0,173653.0,76.23,8.0,,
1392,Ali,23.0,Karachi,Frontend,Bachelors,14.0,115118.0,81.97,5.0,37.0,
1393,Fatima,33.0,Quetta,Data,PhD,14.0,164010.0,66.9,,48.0,system training model learning data feature feature training data pipeline data training
1394,Fatima,,Quetta,Data,Masters,5.0,163714.0,95.34,9.0,51.0,prediction model training learning model analysis system analysis model data
1395,Ali,27.0,Karachi,Backend,Bachelors,10.0,,79.37,13.0,44.0,
1396,Sara,35.0,Lahore,Data,Masters,14.0,,54.27,17.0,39.0,training prediction prediction neural analysis
1397,Hina,43.0,Karachi,Data,Bachelors,1.0,163607.0,72.49,5.0,51.0,pipeline data learning analysis prediction system pipeline data data
1398,Omar,31.0,Karachi,ML,PhD,3.0,103044.0,87.82,17.0,58.0,prediction system neural pipeline system analysis
1399,Ayesha,,Karachi,AI,Bachelors,6.0,51814.0,89.71,19.0,30.0,training prediction learning system feature feature pipeline data system pipeline
1400,Usman,22.0,Islamabad,Backend,Bachelors,7.0,139340.0,74.73,15.0,35.0,training neural system system analysis learning pipeline training training learning
1401,Ali,35.0,Quetta,Backend,PhD,14.0,,94.74,14.0,42.0,data training model model model analysis model analysis
1402,Bilal,34.0,Peshawar,Backend,Masters,2.0,149236.0,63.38,15.0,43.0,feature data model data training analysis pipeline learning system training analysis
1403,Usman,40.0,Peshawar,ML,PhD,,97836.0,70.53,7.0,32.0,learning analysis model system model data prediction prediction pipeline
1404,Hina,42.0,Islamabad,Data,Bachelors,14.0,47435.0,94.93,12.0,40.0,
1405,Bilal,31.0,Karachi,AI,PhD,12.0,,94.81,10.0,,model feature data data data pipeline analysis feature system prediction
1406,Ahmed,23.0,,Frontend,Bachelors,8.0,160871.0,,6.0,,model pipeline learning prediction pipeline
1407,Fatima,37.0,Islamabad,Data,PhD,1.0,174479.0,92.95,16.0,,training data analysis learning pipeline system pipeline training analysis
1408,Ahmed,32.0,Lahore,ML,PhD,7.0,138943.0,54.44,17.0,56.0,prediction data neural training system feature training model training neural data
1409,Usman,44.0,Quetta,Data,Masters,7.0,72940.0,93.25,18.0,44.0,data learning system feature learning data training feature neural
1410,Hina,41.0,Peshawar,Data,Bachelors,,45666.0,66.03,12.0,,neural analysis pipeline neural data learning analysis learning analysis training learning learning
1411,Omar,,,ML,,13.0,77122.0,58.92,14.0,44.0,analysis neural prediction pipeline training feature training
1412,Usman,36.0,Peshawar,Backend,Bachelors,3.0,158647.0,61.97,,55.0,data pipeline neural neural data neural
1413,Ali,25.0,Peshawar,Backend,PhD,0.0,169753.0,70.9,15.0,56.0,feature training learning pipeline data feature system
1414,Zara,40.0,Quetta,AI,Bachelors,12.0,163402.0,62.56,4.0,53.0,analysis model system learning model analysis prediction pipeline training pipeline learning prediction
1415,Usman,26.0,Peshawar,AI,Masters,0.0,141190.0,,2.0,42.0,training analysis feature model pipeline
1416,Fatima,39.0,Peshawar,Backend,,1.0,140468.0,56.75,9.0,34.0,training feature pipeline analysis system
1417,Fatima,,Islamabad,Frontend,,13.0,,,,33.0,pipeline neural prediction neural feature
1418,Usman,23.0,Quetta,Data,Bachelors,14.0,,78.61,4.0,42.0,analysis feature feature pipeline model learning neural data training data
1419,Bilal,21.0,,Frontend,,11.0,76713.0,,6.0,38.0,data model feature model analysis analysis system data training neural learning
1420,Zara,26.0,Karachi,Data,Masters,13.0,83169.0,67.34,13.0,54.0,pipeline data training neural system data pipeline feature neural feature neural
1421,Ali,35.0,Peshawar,Backend,,8.0,117511.0,87.32,2.0,46.0,analysis neural prediction analysis feature system learning training learning data
1422,Usman,,Karachi,AI,PhD,12.0,80522.0,94.68,12.0,,
1423,Bilal,23.0,,AI,PhD,,139397.0,87.84,12.0,53.0,prediction model model learning prediction neural model data model model system
1424,Fatima,,Karachi,Frontend,Bachelors,1.0,43880.0,66.6,9.0,34.0,pipeline analysis feature analysis prediction training pipeline neural data pipeline training
1425,Fatima,,Lahore,AI,Bachelors,5.0,83539.0,87.22,,45.0,learning feature analysis pipeline pipeline pipeline system pipeline prediction
1426,Hina,,Islamabad,Backend,Masters,6.0,,57.6,5.0,36.0,prediction feature system system analysis analysis
1427,Usman,38.0,Peshawar,Frontend,PhD,12.0,144843.0,56.52,7.0,30.0,prediction analysis feature analysis analysis system
1428,Zara,35.0,Lahore,Data,Masters,6.0,88784.0,67.28,,57.0,data prediction neural neural model learning analysis analysis analysis
1429,Sara,32.0,,AI,Masters,14.0,153034.0,90.39,,55.0,prediction training prediction training training analysis pipeline prediction analysis feature
1430,Zara,36.0,,ML,,12.0,,62.32,,41.0,prediction neural neural analysis model learning model pipeline prediction pipeline
1431,Fatima,28.0,Islamabad,AI,PhD,8.0,93997.0,53.16,7.0,50.0,training neural system analysis feature data data system
1432,Fatima,34.0,Peshawar,Data,PhD,5.0,142399.0,56.59,6.0,40.0,model prediction neural system training data prediction pipeline prediction neural
1433,Ahmed,37.0,Lahore,Frontend,Bachelors,13.0,54549.0,92.94,13.0,41.0,data data data data training training system feature
1434,Fatima,41.0,,Data,Bachelors,7.0,96920.0,81.69,18.0,48.0,prediction pipeline pipeline pipeline feature analysis
1435,Ali,28.0,,ML,Masters,,,62.66,13.0,55.0,training system system training training
1436,Ayesha,35.0,Islamabad,Backend,Bachelors,5.0,64624.0,,12.0,,neural prediction prediction data data analysis model feature neural
1437,Usman,,Islamabad,AI,PhD,1.0,,76.38,0.0,41.0,analysis system pipeline learning prediction
1438,Zara,38.0,Quetta,Frontend,PhD,0.0,129326.0,82.77,18.0,43.0,system model pipeline system learning system training learning data data prediction system
1439,Ayesha,40.0,,Backend,Bachelors,4.0,100390.0,61.66,0.0,31.0,neural data feature system training data learning
1440,Bilal,,,Data,,13.0,108369.0,93.22,3.0,31.0,prediction pipeline training feature training analysis training
1441,Sara,23.0,Peshawar,Frontend,Masters,8.0,49589.0,65.47,9.0,54.0,learning prediction learning training learning neural prediction training
1442,Ali,32.0,,Backend,Bachelors,7.0,153012.0,84.71,2.0,58.0,feature system analysis analysis system pipeline model training neural pipeline
1443,Zara,41.0,Peshawar,Frontend,Masters,,113181.0,50.81,,33.0,feature data system analysis training system neural system pipeline pipeline analysis pipeline
1444,Ayesha,44.0,Peshawar,ML,Masters,12.0,163711.0,68.63,8.0,49.0,prediction data system analysis feature neural model
1445,Sara,23.0,Lahore,ML,Masters,3.0,116425.0,,2.0,52.0,neural prediction training pipeline prediction neural pipeline neural prediction
1446,Ahmed,,Peshawar,AI,,,55994.0,77.17,5.0,,learning data system data data pipeline
1447,Ali,,,AI,PhD,,151915.0,53.64,5.0,45.0,training feature prediction feature analysis neural learning training learning
1448,Ali,35.0,Quetta,ML,Bachelors,4.0,162961.0,,11.0,39.0,pipeline prediction feature model learning learning model training
1449,Ahmed,,Lahore,Frontend,PhD,,144672.0,60.89,0.0,42.0,model system feature model data
1450,Usman,27.0,Karachi,ML,Masters,2.0,,83.85,15.0,31.0,
1451,Ahmed,37.0,Karachi,AI,PhD,4.0,57205.0,90.16,4.0,32.0,
1452,Ali,32.0,Peshawar,ML,,1.0,96677.0,78.09,8.0,,analysis learning prediction analysis analysis neural feature training neural
1453,Ali,40.0,Peshawar,ML,,9.0,72930.0,87.04,9.0,,prediction neural data model system neural learning model analysis
1454,Ayesha,24.0,Peshawar,Frontend,,0.0,,83.09,12.0,48.0,system neural model prediction prediction neural model
1455,Fatima,29.0,Karachi,Backend,Masters,10.0,153153.0,67.78,14.0,56.0,feature analysis feature analysis learning training neural data feature pipeline training
1456,Sara,26.0,Islamabad,AI,Bachelors,0.0,58316.0,90.44,11.0,50.0,data neural data feature prediction training pipeline data
1457,Ahmed,36.0,Quetta,Frontend,PhD,9.0,136058.0,,4.0,49.0,neural training learning data pipeline pipeline data pipeline learning
1458,Sara,42.0,Islamabad,ML,PhD,6.0,127876.0,78.56,,48.0,learning prediction model prediction data
1459,Ahmed,42.0,Islamabad,ML,PhD,1.0,125366.0,87.27,17.0,37.0,feature feature data learning neural system system
1460,Bilal,41.0,,Backend,Masters,3.0,53403.0,68.95,11.0,,prediction neural feature system training prediction model feature model neural learning training
1461,Ali,41.0,Islamabad,AI,,4.0,,65.14,2.0,39.0,training learning feature data feature neural feature model neural feature analysis
1462,Fatima,22.0,Lahore,AI,PhD,6.0,113495.0,72.97,6.0,32.0,neural pipeline system system pipeline model prediction analysis
1463,Ayesha,44.0,Peshawar,Data,Masters,1.0,136090.0,90.9,16.0,35.0,neural data system model pipeline prediction data neural model
1464,Fatima,28.0,Lahore,AI,Masters,13.0,76701.0,96.5,18.0,58.0,analysis system data prediction analysis pipeline pipeline learning feature
1465,Fatima,31.0,Quetta,Backend,Masters,5.0,174457.0,77.25,17.0,44.0,learning model pipeline prediction prediction pipeline model pipeline
1466,Fatima,33.0,Peshawar,Data,PhD,0.0,97241.0,83.07,0.0,,learning data prediction feature feature training
1467,Sara,37.0,Islamabad,Data,PhD,6.0,105030.0,95.16,4.0,,feature model system feature data model feature analysis analysis neural analysis analysis
1468,Ahmed,28.0,Quetta,ML,PhD,8.0,145185.0,54.93,1.0,47.0,feature data training prediction analysis model learning data data system
1469,Omar,41.0,,ML,PhD,,76404.0,61.6,,43.0,feature analysis feature training pipeline
1470,Bilal,38.0,Islamabad,AI,PhD,4.0,95182.0,85.45,6.0,48.0,feature data feature pipeline analysis system analysis neural analysis pipeline
1471,Zara,38.0,Lahore,Data,PhD,3.0,72991.0,91.19,10.0,57.0,neural system model pipeline model prediction learning model learning learning
1472,Fatima,34.0,Peshawar,ML,PhD,2.0,144601.0,92.85,10.0,,analysis training pipeline analysis feature
1473,Usman,35.0,Islamabad,Backend,PhD,8.0,,70.76,17.0,39.0,model data feature model prediction pipeline prediction training neural
1474,Sara,,Lahore,ML,PhD,4.0,162002.0,54.47,16.0,44.0,system feature training training feature
1475,Ayesha,31.0,Quetta,ML,Masters,7.0,123848.0,71.89,1.0,,
1476,Zara,33.0,Quetta,Data,PhD,8.0,97692.0,61.54,,52.0,prediction model feature analysis learning analysis data pipeline
1477,Omar,21.0,Quetta,Data,Bachelors,4.0,77500.0,64.56,,31.0,analysis analysis feature feature analysis pipeline feature
1478,Usman,,Quetta,Frontend,Masters,9.0,73785.0,88.61,9.0,32.0,training learning learning neural system learning prediction neural system system prediction
